NE-500  Syringe  pump  communication  established!
spSerial::  Sent_Cmd:  *RESET  ||      ||    Received:00A?R
spSerial::  Sent_Cmd:  DIA7.0  ||      ||    Received:00S
TC-36-25_RS232  Temperature  controller  communication  established!
Arduino  communication  established!   
Estimated  pre-scale:  3.24   
Final  pre-scale:  3   

Debug  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_debuglog_17031478.csv
Data  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_datalog_17031478.csv
Recipe  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_recipe.csv
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_255
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000888
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9ff1
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000787
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9def
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000787
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba0e3
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000787
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba1e4
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000787
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba2e5
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000787
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba1e4
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000787
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba0e3
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000686
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9cee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9cee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9def
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba0e3
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000686
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba0e3
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9cee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000686
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9bed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b97c2
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b98c3
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000585
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b97c2
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000484
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b96c1
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000383
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b93be
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000282
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b95c0
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000383
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000b9bed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000383
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba2e5
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000383
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba4e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000383
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba6e9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000282
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba8eb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000181
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba6e9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  No  reply!
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000181
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba6e9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000181
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba7ea
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000181
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba7ea
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba8eb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000ba9ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000baa14
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
